periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
05/2024;qtd_aprovada;"210860 PINHEIRO";15525;68;55;32456;-;1918;1472;1643;-;-;335;-;3329;747;-;3558;167505;410;-;-;1281;337;-;-;-;3141;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;949;234771
05/2024;qtd_aprovada;"210870 PIO XII";-;14;-;2149;469;83;19;-;-;-;-;-;36;-;-;525;18439;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1080;22900
05/2024;qtd_aprovada;"210880 PIRAPEMAS";-;12;-;1374;-;107;154;-;-;-;-;-;35;-;-;498;10368;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;12774
05/2024;qtd_aprovada;"210890 POCAO DE PEDRAS";90;27;-;-;-;-;-;-;-;-;-;-;-;-;-;701;25878;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2228;28926
05/2024;qtd_aprovada;"210900 PORTO FRANCO";15;36;-;9216;61;23;372;503;-;-;9;-;206;-;-;648;15992;343;3;-;-;-;-;-;-;217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;4971;32767
05/2024;qtd_aprovada;"210905 PORTO RICO DO MARANHAO";9;-;2;594;-;-;-;-;-;-;-;-;-;-;-;1;1847;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2453
05/2024;qtd_aprovada;"210910 PRESIDENTE DUTRA";5135;184;-;5234;-;991;708;1150;-;-;257;-;896;353;-;616;56844;212;97;-;1002;55;5220;-;-;280;-;29;-;-;-;-;-;-;-;-;-;539;-;-;4;5;-;-;-;-;-;-;96;12;-;7500;87419
05/2024;qtd_aprovada;"210920 PRESIDENTE JUSCELINO";15;34;-;883;-;-;94;-;-;-;-;-;36;-;-;521;7847;50;-;-;-;-;102;-;-;150;-;3;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;30;-;-;1333;11104
05/2024;qtd_aprovada;"210923 PRESIDENTE MEDICI";50;87;-;7479;-;147;118;-;-;-;-;-;200;-;-;-;8546;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;644;17271
05/2024;qtd_aprovada;"210927 PRESIDENTE SARNEY";-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;98
05/2024;qtd_aprovada;"210930 PRESIDENTE VARGAS";-;-;-;1267;-;138;-;-;-;-;-;-;-;-;-;235;4489;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6145
05/2024;qtd_aprovada;"210940 PRIMEIRA CRUZ";6;58;178;2040;-;-;39;-;-;-;-;-;20;-;-;76;1966;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;417;4800
05/2024;qtd_aprovada;"210945 RAPOSA";-;32;740;1471;-;268;-;-;-;-;-;-;89;-;-;-;22594;49;-;-;-;-;-;-;-;341;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;4826;30430
05/2024;qtd_aprovada;"210950 RIACHAO";-;121;-;4908;-;400;230;-;-;-;-;-;100;-;-;1063;14540;875;-;-;-;-;-;-;-;197;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;990;23480
05/2024;qtd_aprovada;"210955 RIBAMAR FIQUENE";-;38;-;575;-;-;-;-;-;-;-;-;-;-;-;195;5476;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;820;7150
05/2024;qtd_aprovada;"210960 ROSARIO";26;89;-;16113;4839;95;181;-;-;-;-;-;38;-;-;2443;16824;-;42;-;-;-;155;-;-;341;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;2664;43910
05/2024;qtd_aprovada;"210970 SAMBAIBA";-;21;-;2383;-;-;25;-;-;-;-;-;-;-;-;38;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2485
05/2024;qtd_aprovada;"210975 SANTA FILOMENA DO MARANHAO";-;-;2945;2323;-;-;-;-;-;-;-;-;-;-;-;1336;22829;-;-;-;-;-;-;-;-;-;-;282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29715
05/2024;qtd_aprovada;"210980 SANTA HELENA";3005;106;-;3009;-;236;166;-;-;-;-;-;499;-;-;2847;19628;225;45;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;29865
05/2024;qtd_aprovada;"210990 SANTA INES";5425;-;2133;19559;812;2535;1781;43;-;-;321;-;1919;1060;-;1521;60217;1544;84;-;-;965;1664;10;-;854;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;16;-;-;4945;107434
05/2024;qtd_aprovada;"211000 SANTA LUZIA";-;42;-;9942;164;-;7;-;-;-;-;-;-;53;-;670;16183;-;-;-;-;-;-;30;-;331;-;-;-;-;-;3;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;83;-;-;3504;31020
05/2024;qtd_aprovada;"211003 SANTA LUZIA DO PARUA";-;38;1;5939;-;313;659;353;-;-;-;-;184;-;-;-;26756;212;193;-;-;-;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;922;35774
05/2024;qtd_aprovada;"211010 SANTA QUITERIA DO MARANHAO";2335;-;-;1424;-;-;-;-;-;-;-;-;-;-;-;722;9507;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3632;17695
05/2024;qtd_aprovada;"211020 SANTA RITA";100;23;-;23377;-;1238;279;-;-;-;-;-;630;-;-;415;47621;656;600;-;-;-;-;-;-;751;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;75720
05/2024;qtd_aprovada;"211023 SANTANA DO MARANHAO";-;27;-;741;-;111;33;-;-;-;-;-;40;-;-;301;10305;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;1371;13086
05/2024;qtd_aprovada;"211027 SANTO AMARO DO MARANHAO";-;35;-;2026;-;137;187;-;-;-;-;-;-;-;-;-;1746;73;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4226
05/2024;qtd_aprovada;"211030 SANTO ANTONIO DOS LOPES";-;69;-;2355;-;174;109;-;-;-;-;-;14;-;-;42;1204;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;350;4371
05/2024;qtd_aprovada;"211040 SAO BENEDITO DO RIO PRETO";-;25;-;744;-;159;65;-;-;-;19;-;-;-;-;73;5400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6485
05/2024;qtd_aprovada;"211050 SAO BENTO";-;14;17;1865;-;-;448;-;-;-;-;-;216;-;-;2505;25765;180;-;-;-;-;105;-;-;324;-;-;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;-;30;-;-;5873;37614
05/2024;qtd_aprovada;"211060 SAO BERNARDO";-;-;-;7895;-;329;342;142;-;-;-;-;167;-;-;1210;15692;586;-;-;-;-;70;-;-;516;-;745;-;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;22;-;-;2000;29869
05/2024;qtd_aprovada;"211065 SAO DOMINGOS DO AZEITAO";-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;850;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;963
05/2024;qtd_aprovada;"211070 SAO DOMINGOS DO MARANHAO";621;25;-;2433;-;-;145;-;-;-;-;-;-;-;-;1227;17718;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;4941;27182
05/2024;qtd_aprovada;"211080 SAO FELIX DE BALSAS";-;-;-;2373;-;-;5;-;-;-;-;-;-;-;-;75;2410;-;-;-;-;-;183;-;-;371;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;27;5494
05/2024;qtd_aprovada;"211085 SAO FRANCISCO DO BREJAO";-;-;-;2023;-;-;-;-;-;-;-;-;17;-;-;62;3053;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;249;5433
05/2024;qtd_aprovada;"211090 SAO FRANCISCO DO MARANHAO";-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;266;2933;-;-;-;-;-;57;-;-;49;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3429
05/2024;qtd_aprovada;"211100 SAO JOAO BATISTA";-;27;-;-;-;277;65;-;-;-;-;-;-;-;-;-;17008;-;-;-;-;-;256;-;-;425;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;3952;22038
05/2024;qtd_aprovada;"211102 SAO JOAO DO CARU";-;12;-;-;-;77;-;-;-;-;-;-;-;-;-;-;211;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;406
05/2024;qtd_aprovada;"211105 SAO JOAO DO PARAISO";-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;79
05/2024;qtd_aprovada;"211107 SAO JOAO DO SOTER";-;8;-;3276;-;-;-;-;-;-;18;-;-;-;-;270;11391;-;-;-;-;-;49;-;-;27;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;552;15611
05/2024;qtd_aprovada;"211110 SAO JOAO DOS PATOS";-;3;-;16458;119;2048;54;-;-;-;-;-;640;-;-;233;82002;501;-;-;-;-;93;-;-;460;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;7297;109976
05/2024;qtd_aprovada;"211120 SAO JOSE DE RIBAMAR";19910;224;208;74982;190;5967;1382;67;-;-;121;-;4441;-;-;3212;220609;2315;-;-;-;-;623;844;-;1173;-;27;39;-;-;-;-;-;-;-;-;178;81;-;-;-;-;-;-;-;-;-;19;-;-;2636;339248
05/2024;qtd_aprovada;"211125 SAO JOSE DOS BASILIOS";-;-;-;502;-;-;95;-;-;-;-;-;-;-;-;442;5282;-;-;-;-;-;60;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;20;-;-;399;7034
05/2024;qtd_aprovada;"211130 SAO LUIS";75383;2387;14943;737976;12251;42515;23566;14479;3620;247;2530;694;51012;18810;3277;28713;1224342;32621;1879;5704;17962;8831;15817;1317;-;20264;-;547;1919;8;59;224;79;1;-;2;-;2244;1080;-;512;111;2543;36;39;24;601;977683;13087;242;-;7565;3369746
05/2024;qtd_aprovada;"211140 SAO LUIS GONZAGA DO MARANHAO";186;9;-;1883;-;-;181;-;-;-;-;-;-;-;-;128;3608;134;-;-;-;-;400;-;-;12;-;3;-;-;-;-;-;-;-;-;-;296;-;-;-;-;-;-;-;-;-;-;14;-;-;332;7186
05/2024;qtd_aprovada;"211150 SAO MATEUS DO MARANHAO";883;44;-;6858;334;11;521;403;-;-;-;-;211;-;-;1276;31467;218;-;-;-;-;174;-;-;334;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;1802;44611
05/2024;qtd_aprovada;"211153 SAO PEDRO DA AGUA BRANCA";-;42;-;1492;-;230;164;-;-;-;-;-;76;-;-;55;10334;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;3790;16280
05/2024;qtd_aprovada;"211157 SAO PEDRO DOS CRENTES";-;29;-;566;-;78;-;-;-;-;-;-;16;-;-;2006;5881;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8576
05/2024;qtd_aprovada;"211160 SAO RAIMUNDO DAS MANGABEIRAS";-;-;-;4097;-;203;230;314;-;-;-;-;-;-;-;-;14854;-;-;-;-;-;-;-;-;57;-;14;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;5847;25626
05/2024;qtd_aprovada;"211163 SAO RAIMUNDO DO DOCA BEZERRA";-;4;181;-;-;-;-;-;-;-;-;-;-;-;-;16;2755;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;3055
05/2024;qtd_aprovada;"211167 SAO ROBERTO";-;55;-;131;-;-;45;-;-;-;-;-;-;-;-;-;1653;130;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;155;2231
05/2024;qtd_aprovada;"211170 SAO VICENTE FERRER";-;34;-;-;-;-;80;-;-;-;-;-;-;-;-;209;6549;-;-;-;-;-;70;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;28;-;-;-;6997
05/2024;qtd_aprovada;"211172 SATUBINHA";-;41;-;494;-;-;-;-;-;-;-;-;-;-;-;174;6165;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;576;7589
05/2024;qtd_aprovada;"211174 SENADOR ALEXANDRE COSTA";-;36;-;127;-;-;-;-;-;-;-;-;-;-;-;9;407;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;561;1198
05/2024;qtd_aprovada;"211176 SENADOR LA ROCQUE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;932;9324;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;10290
05/2024;qtd_aprovada;"211178 SERRANO DO MARANHAO";-;21;-;8260;-;1188;11;-;-;-;-;-;-;-;-;-;4020;-;-;-;-;-;80;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;876;14485
05/2024;qtd_aprovada;"211180 SITIO NOVO";-;18;-;2189;-;384;71;-;-;-;-;-;4;-;22;617;9705;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156;13231
05/2024;qtd_aprovada;"211190 SUCUPIRA DO NORTE";-;31;209;443;-;120;-;-;-;-;-;-;-;-;-;859;3949;-;4;-;-;-;-;-;-;17;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;2836;8497
05/2024;qtd_aprovada;"211195 SUCUPIRA DO RIACHAO";-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;105;1701;-;-;-;-;-;-;-;-;89;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;340;2306
05/2024;qtd_aprovada;"211200 TASSO FRAGOSO";-;58;-;3685;-;-;-;-;-;-;-;-;-;-;-;14;7968;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;42;-;-;-;11843
05/2024;qtd_aprovada;"211210 TIMBIRAS";-;44;-;26426;-;-;659;-;-;-;70;-;69;-;-;443;10052;4764;-;-;-;-;70;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;30;-;-;1783;44508
05/2024;qtd_aprovada;"211220 TIMON";1706;104;3007;77240;978;5035;1759;402;147;-;61;-;2652;222;19;954;75415;3881;2;-;1409;-;-;-;-;424;-;6;961;8;-;-;5;-;-;-;-;-;1;-;-;12;-;-;-;-;-;-;281;27;-;-;176718
05/2024;qtd_aprovada;"211223 TRIZIDELA DO VALE";938;22;-;2044;-;545;194;451;-;-;-;-;178;-;-;235;13211;670;-;-;-;-;-;355;-;151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;291;19306
05/2024;qtd_aprovada;"211227 TUFILANDIA";10;29;-;-;-;-;-;-;-;-;-;-;-;-;-;154;4035;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;416;4669
05/2024;qtd_aprovada;"211230 TUNTUM";231;-;-;3012;-;289;389;312;-;-;-;-;-;-;-;297;27715;-;-;-;-;-;858;-;-;169;-;-;-;-;-;-;-;-;-;-;-;264;-;-;-;-;-;-;-;-;-;-;18;-;-;36900;70454
05/2024;qtd_aprovada;"211240 TURIACU";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;1003;17606;-;-;-;-;-;71;-;-;515;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;24666;43905
05/2024;qtd_aprovada;"211245 TURILANDIA";274;182;-;6620;-;-;155;-;-;-;10;-;196;-;-;1616;36824;-;-;-;-;-;250;-;7;502;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1372;48030
05/2024;qtd_aprovada;"211250 TUTOIA";-;75;-;2004;-;622;340;-;-;-;-;-;167;-;-;891;27221;216;3;-;-;-;-;-;-;227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;1395;33176
05/2024;qtd_aprovada;"211260 URBANO SANTOS";-;72;-;15;-;-;-;-;-;-;-;-;-;-;-;103;14282;-;2;-;-;-;-;-;-;352;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2720;17549
05/2024;qtd_aprovada;"211270 VARGEM GRANDE";-;53;35;1941;-;419;124;-;-;-;-;-;335;-;-;659;19396;774;10;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;23795
05/2024;qtd_aprovada;"211280 VIANA";-;81;-;14383;-;1442;292;-;-;-;-;-;94;68;-;4115;36725;-;126;-;-;-;115;-;-;260;-;7;328;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;29;-;-;-;58066
05/2024;qtd_aprovada;"211285 VILA NOVA DOS MARTIRIOS";-;-;-;8401;-;-;-;-;-;-;-;-;-;-;-;-;9435;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1012;18850
05/2024;qtd_aprovada;"211290 VITORIA DO MEARIM";1;144;26;15027;84;-;79;-;-;-;-;-;12;-;-;652;20077;-;-;-;-;-;-;-;-;178;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;1482;37813
05/2024;qtd_aprovada;"211300 VITORINO FREIRE";976;20;320;4746;-;239;107;-;-;-;-;-;93;-;-;436;16552;331;-;-;-;-;265;-;-;395;-;3;-;-;1;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;24;-;-;7228;31794
05/2024;qtd_aprovada;"211400 ZE DOCA";146;29;1172;10693;-;586;777;-;-;-;-;-;566;100;-;2761;93874;429;384;-;-;-;83;110;-;717;-;77;-;131;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;30;-;-;3872;116644
05/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"220005 ACAUA";-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;144
05/2024;qtd_aprovada;"220010 AGRICOLANDIA";-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;257
05/2024;qtd_aprovada;"220020 AGUA BRANCA";43;76;-;4108;449;491;149;-;-;-;-;-;179;-;-;2419;20555;1242;-;-;-;-;64;-;-;247;-;16;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;21;-;-;-;30094
05/2024;qtd_aprovada;"220025 ALAGOINHA DO PIAUI";-;164;-;1066;-;-;-;-;-;-;-;-;-;-;-;205;2094;-;-;-;-;-;-;-;-;229;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;3782
05/2024;qtd_aprovada;"220027 ALEGRETE DO PIAUI";-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;41
05/2024;qtd_aprovada;"220030 ALTO LONGA";-;47;126;1290;-;-;150;-;-;-;-;-;50;-;-;34;1675;-;-;-;-;-;-;-;-;282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;3724
05/2024;qtd_aprovada;"220040 ALTOS";-;158;27;-;-;825;121;-;-;-;-;-;22;-;-;-;14114;990;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;16374
05/2024;qtd_aprovada;"220045 ALVORADA DO GURGUEIA";-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;48
05/2024;qtd_aprovada;"220050 AMARANTE";-;118;-;-;-;-;92;-;-;-;-;-;-;-;-;-;6307;520;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;7074
05/2024;qtd_aprovada;"220060 ANGICAL DO PIAUI";-;22;-;852;-;-;-;-;-;-;-;-;-;-;-;263;2013;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;3174
05/2024;qtd_aprovada;"220070 ANISIO DE ABREU";-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;108
05/2024;qtd_aprovada;"220080 ANTONIO ALMEIDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"220090 AROAZES";9;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;389;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;455
05/2024;qtd_aprovada;"220095 AROEIRAS DO ITAIM";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;30
05/2024;qtd_aprovada;"220100 ARRAIAL";-;18;38;-;-;-;-;-;-;-;-;-;-;-;-;-;2213;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;2305
05/2024;qtd_aprovada;"220105 ASSUNCAO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
