periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
08/2024;qtd_aprovada;"312080 CRUZILIA";4;34;-;5207;-;158;-;-;-;-;-;-;262;3;-;-;4581;-;-;-;-;2;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;2248;12573
08/2024;qtd_aprovada;"312083 CUPARAQUE";160;35;10;1114;-;236;24;-;-;-;-;-;36;-;-;-;1772;140;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;800;4359
08/2024;qtd_aprovada;"312087 CURRAL DE DENTRO";4159;5;-;1143;-;-;-;-;-;-;-;-;25;-;-;-;827;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;2012;8243
08/2024;qtd_aprovada;"312090 CURVELO";8;58;33;30971;1084;3899;965;939;98;-;21;-;834;170;-;-;35774;293;62;495;2989;86;-;-;-;273;-;-;-;-;2;11;12;-;-;5;-;-;3;5;29;-;-;-;-;-;-;-;49;42;-;7976;87186
08/2024;qtd_aprovada;"312100 DATAS";-;-;-;2094;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4499;6615
08/2024;qtd_aprovada;"312110 DELFIM MOREIRA";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;170;938;291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127;1532
08/2024;qtd_aprovada;"312120 DELFINOPOLIS";-;7;-;6632;-;575;196;-;-;-;-;-;142;-;-;14;8768;211;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1530;18087
08/2024;qtd_aprovada;"312125 DELTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"312130 DESCOBERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"312140 DESTERRO DE ENTRE RIOS";1399;-;35;5051;-;34;-;-;-;-;-;-;28;-;-;419;12835;-;-;-;-;-;550;-;-;53;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;73735;94173
08/2024;qtd_aprovada;"312150 DESTERRO DO MELO";-;511;-;2539;-;-;-;-;-;-;-;-;42;-;-;-;-;214;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;571;3976
08/2024;qtd_aprovada;"312160 DIAMANTINA";16068;191;108;11687;-;1402;79;256;16;-;-;-;969;465;-;171;22339;448;-;-;1746;944;159;1;-;124;-;-;12;-;-;-;2;-;-;-;-;3;-;-;13;9;-;-;-;-;-;225535;2051;4;-;3135;287937
08/2024;qtd_aprovada;"312170 DIOGO DE VASCONCELOS";650;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1514;2380
08/2024;qtd_aprovada;"312180 DIONISIO";-;-;-;10539;-;-;-;-;-;-;-;-;-;-;-;-;1429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11968
08/2024;qtd_aprovada;"312190 DIVINESIA";-;163;-;1643;-;-;-;-;-;-;-;-;-;-;-;-;-;290;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;362;2482
08/2024;qtd_aprovada;"312200 DIVINO";21077;69;110;4997;-;423;-;-;-;-;-;-;143;-;1;671;26095;383;-;-;-;-;840;-;-;20;-;1;-;-;-;-;-;-;-;-;-;146;-;-;-;-;-;-;-;-;-;-;59;-;-;485;55520
08/2024;qtd_aprovada;"312210 DIVINO DAS LARANJEIRAS";-;8;-;862;-;156;-;-;-;-;-;-;-;-;-;-;3123;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;600;4799
08/2024;qtd_aprovada;"312220 DIVINOLANDIA DE MINAS";301;29;-;4068;-;-;44;-;-;-;-;-;84;-;-;268;3090;-;-;-;-;-;102;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;2584;10650
08/2024;qtd_aprovada;"312230 DIVINOPOLIS";33091;639;438;103897;1428;6108;1083;895;335;188;112;3;4526;119;1;1527;783264;3411;82;2701;2788;2846;526;360;-;385;-;-;95;-;20;-;7;-;-;1;-;6;-;44;49;61;-;-;-;11;-;780441;2545;75;-;4022;1738130
08/2024;qtd_aprovada;"312235 DIVISA ALEGRE";-;24;-;3253;-;-;-;-;-;-;-;-;50;-;-;-;1279;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;2114;6761
08/2024;qtd_aprovada;"312240 DIVISA NOVA";-;30;-;3024;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;667;3773
08/2024;qtd_aprovada;"312245 DIVISOPOLIS";1971;16;-;2384;-;124;-;-;-;-;-;-;33;-;-;-;480;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;3524;8554
08/2024;qtd_aprovada;"312247 DOM BOSCO";2143;12;1;1984;-;85;-;-;-;-;-;-;-;-;-;243;5149;72;-;-;-;-;184;104;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;39;-;-;8266;18338
08/2024;qtd_aprovada;"312250 DOM CAVATI";6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;310;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;481
08/2024;qtd_aprovada;"312260 DOM JOAQUIM";-;3;-;840;-;-;-;-;-;-;-;-;22;-;-;-;2866;-;-;-;-;-;30;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;1371;5189
08/2024;qtd_aprovada;"312270 DOM SILVERIO";-;3;2;3482;-;154;-;-;-;-;-;-;28;-;-;-;1664;211;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1263;6882
08/2024;qtd_aprovada;"312280 DOM VICOSO";-;-;-;414;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1668;2132
08/2024;qtd_aprovada;"312290 DONA EUSEBIA";-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;82;437;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;600;1341
08/2024;qtd_aprovada;"312300 DORES DE CAMPOS";209;38;15;-;-;-;-;-;-;-;-;-;-;-;-;273;8069;-;-;-;-;-;232;-;-;4;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;2573;11419
08/2024;qtd_aprovada;"312310 DORES DE GUANHAES";-;-;210;-;-;-;-;-;-;-;-;-;75;-;-;395;2142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2822
08/2024;qtd_aprovada;"312320 DORES DO INDAIA";4568;20;128;1427;-;471;-;-;-;-;-;-;58;-;-;-;11472;1724;2;-;-;-;508;-;-;52;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;22;-;-;40;20516
08/2024;qtd_aprovada;"312330 DORES DO TURVO";-;-;-;2137;-;-;-;-;-;-;-;-;-;-;-;-;-;325;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;614;3128
08/2024;qtd_aprovada;"312340 DORESOPOLIS";3;9;5;1274;-;-;-;-;-;-;-;-;-;-;-;1;247;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;316;1855
08/2024;qtd_aprovada;"312350 DOURADOQUARA";28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;238;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;579;896
08/2024;qtd_aprovada;"312352 DURANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88
08/2024;qtd_aprovada;"312360 ELOI MENDES";-;-;-;7903;-;104;-;-;-;-;-;-;-;-;-;-;815;-;17;-;-;-;-;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9030
08/2024;qtd_aprovada;"312370 ENGENHEIRO CALDAS";-;22;-;9506;-;-;35;-;-;-;-;-;3;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;28;9702
08/2024;qtd_aprovada;"312380 ENGENHEIRO NAVARRO";-;9;-;1661;-;-;-;-;-;-;-;-;-;-;-;-;954;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;1827;4586
08/2024;qtd_aprovada;"312385 ENTRE FOLHAS";-;7;-;-;-;-;-;-;-;-;-;-;57;-;-;-;148;760;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2062;3060
08/2024;qtd_aprovada;"312390 ENTRE RIOS DE MINAS";2895;38;397;6444;-;344;2;16;-;-;-;-;442;-;-;772;20307;84;1;-;-;-;163;50;-;61;-;5;-;-;-;-;-;-;-;1;3;40;1;-;-;-;-;-;-;-;-;-;-;-;-;5555;37621
08/2024;qtd_aprovada;"312400 ERVALIA";-;-;-;4992;-;544;343;-;-;-;17;-;173;-;-;-;5334;1057;22;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;26;-;-;2760;15291
08/2024;qtd_aprovada;"312410 ESMERALDAS";26;6;-;1510;-;1067;70;-;-;-;-;-;408;-;-;547;14309;437;-;-;-;-;8;-;-;30;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;195;18615
08/2024;qtd_aprovada;"312420 ESPERA FELIZ";124;43;4;10660;-;1080;44;-;-;-;-;-;-;-;-;-;3887;-;-;-;-;-;42;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1932;17829
08/2024;qtd_aprovada;"312430 ESPINOSA";-;46;-;3143;-;925;153;-;-;-;-;-;109;-;-;-;3957;14;53;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;3468;11960
08/2024;qtd_aprovada;"312440 ESPIRITO SANTO DO DOURADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"312450 ESTIVA";-;9;-;255;-;134;-;-;-;-;-;-;3;-;-;-;2147;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1914;4464
08/2024;qtd_aprovada;"312460 ESTRELA DALVA";-;2;3;-;-;-;-;-;-;-;-;-;31;-;-;-;1085;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297;1418
08/2024;qtd_aprovada;"312470 ESTRELA DO INDAIA";1112;12;33;500;-;69;-;-;-;-;-;-;29;-;-;-;2661;80;-;-;-;-;261;-;-;42;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;34;-;-;-;4841
08/2024;qtd_aprovada;"312480 ESTRELA DO SUL";-;26;-;-;-;-;-;-;-;-;-;-;90;-;-;-;6538;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;1276;8010
08/2024;qtd_aprovada;"312490 EUGENOPOLIS";-;38;-;3667;-;328;7;-;-;-;-;-;105;-;-;-;5680;85;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;364;10301
08/2024;qtd_aprovada;"312500 EWBANK DA CAMARA";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;438;623;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;652;1722
08/2024;qtd_aprovada;"312510 EXTREMA";-;84;-;1620;-;820;230;-;-;-;49;-;215;-;-;-;2965;510;66;-;1779;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;71;50;-;-;8483
08/2024;qtd_aprovada;"312520 FAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174
08/2024;qtd_aprovada;"312530 FARIA LEMOS";-;14;-;-;-;-;-;-;-;-;-;-;17;-;-;-;1136;699;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;754;2679
08/2024;qtd_aprovada;"312540 FELICIO DOS SANTOS";-;31;-;2485;-;-;-;-;-;-;-;-;-;-;-;-;62;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;2911;5741
08/2024;qtd_aprovada;"312550 SAO GONCALO DO RIO PRETO";-;12;-;1473;-;-;-;-;-;-;-;-;34;-;-;38;917;170;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;4828;7586
08/2024;qtd_aprovada;"312560 FELISBURGO";-;-;-;2;-;172;107;-;-;-;-;-;-;-;-;-;969;24;-;-;-;-;60;-;-;20;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;1385
08/2024;qtd_aprovada;"312570 FELIXLANDIA";-;37;-;-;-;-;-;-;-;-;-;-;262;-;-;10;5249;373;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3808;9768
08/2024;qtd_aprovada;"312580 FERNANDES TOURINHO";-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;58;123
08/2024;qtd_aprovada;"312590 FERROS";-;9;-;3806;-;201;-;-;-;-;-;-;164;-;-;-;1468;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4285;9933
08/2024;qtd_aprovada;"312595 FERVEDOURO";36;10;-;-;-;335;67;-;-;-;-;-;384;-;-;50;3849;157;-;-;-;-;95;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;67;5112
08/2024;qtd_aprovada;"312600 FLORESTAL";-;-;-;-;-;200;65;-;-;-;-;-;13;-;-;-;7757;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;447;8497
08/2024;qtd_aprovada;"312610 FORMIGA";71;12942;7;14974;134;1703;355;166;5;-;62;-;2207;61;-;1472;37404;514;26;-;2323;39;682;3;-;334;-;102;8;-;-;2;1;-;-;-;4;157;-;-;30;-;-;-;-;-;-;-;272;59;-;3008;79127
08/2024;qtd_aprovada;"312620 FORMOSO";1158;9;-;-;-;498;-;-;-;-;-;-;91;-;-;467;6550;-;4;-;-;-;-;-;-;13;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3039;11862
08/2024;qtd_aprovada;"312630 FORTALEZA DE MINAS";-;11;-;-;-;179;-;-;-;-;-;-;-;-;-;1;3660;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;112;3983
08/2024;qtd_aprovada;"312640 FORTUNA DE MINAS";-;2;-;2890;-;-;-;-;-;-;-;-;40;-;-;-;871;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;823;4646
08/2024;qtd_aprovada;"312650 FRANCISCO BADARO";199;26;248;1864;-;-;-;-;-;-;-;-;30;-;-;176;4644;1332;-;-;-;-;-;-;-;24;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2328;10873
08/2024;qtd_aprovada;"312660 FRANCISCO DUMONT";-;-;-;350;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;390
08/2024;qtd_aprovada;"312670 FRANCISCO SA";409;-;3;8304;430;505;348;-;-;-;31;-;262;-;-;197;13586;833;1;-;-;-;238;-;-;85;-;-;47;-;1;1;1;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;23;-;-;1697;27167
08/2024;qtd_aprovada;"312675 FRANCISCOPOLIS";-;74;105;857;-;42;-;-;-;-;-;-;5;-;-;10;220;188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;299;1822
08/2024;qtd_aprovada;"312680 FREI GASPAR";-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;236
08/2024;qtd_aprovada;"312690 FREI INOCENCIO";-;8;-;2105;-;-;-;-;-;-;-;-;-;-;-;-;1893;141;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;4170
08/2024;qtd_aprovada;"312695 FREI LAGONEGRO";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1631;1665
08/2024;qtd_aprovada;"312700 FRONTEIRA";-;27;18;8744;-;1087;182;-;-;-;19;-;193;-;-;522;28058;158;30;-;-;-;-;-;-;83;-;2;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;58;-;-;1804;40995
08/2024;qtd_aprovada;"312705 FRONTEIRA DOS VALES";6672;-;293;-;-;-;-;-;-;-;-;-;143;-;-;868;10756;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2359;21113
08/2024;qtd_aprovada;"312707 FRUTA DE LEITE";-;9;-;1067;-;-;-;-;-;-;-;-;-;-;-;-;1485;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;3219;5858
08/2024;qtd_aprovada;"312710 FRUTAL";12472;60;6;19317;572;2340;1327;677;-;-;195;-;668;-;-;519;43098;1222;23;-;1286;18;290;-;-;583;-;5;22;-;-;-;2;-;-;-;-;349;-;-;21;-;-;-;-;-;-;-;45;17;-;758;85892
08/2024;qtd_aprovada;"312720 FUNILANDIA";-;12;-;2572;-;-;-;-;-;-;-;-;-;-;-;-;937;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;52;3596
08/2024;qtd_aprovada;"312730 GALILEIA";119;4;-;2433;-;-;-;-;-;-;-;-;-;-;-;112;1444;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4370;8504
08/2024;qtd_aprovada;"312733 GAMELEIRAS";2;19;-;-;-;309;-;-;-;-;-;-;112;-;-;4;53;-;-;-;-;-;104;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;1515;2288
08/2024;qtd_aprovada;"312735 GLAUCILANDIA";18;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;246
08/2024;qtd_aprovada;"312737 GOIABEIRA";16;63;-;-;-;15;-;-;-;-;-;-;-;-;-;31;1154;355;-;-;-;-;283;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;23;-;-;455;2475
08/2024;qtd_aprovada;"312738 GOIANA";-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;999;1283
08/2024;qtd_aprovada;"312740 GONCALVES";-;32;-;-;-;-;-;-;-;-;-;-;40;-;-;-;228;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1346;1710
08/2024;qtd_aprovada;"312750 GONZAGA";-;14;-;418;-;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;1650;2196
08/2024;qtd_aprovada;"312760 GOUVEIA";-;18;-;1810;932;148;-;-;-;-;-;-;126;-;-;-;1510;628;-;-;-;-;-;-;-;-;-;-;469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;3175;8848
08/2024;qtd_aprovada;"312770 GOVERNADOR VALADARES";12306;227;702;103716;4026;7858;3335;893;621;164;837;8;14699;1883;312;3629;183958;875;3897;1294;6674;2450;900;5;-;1929;-;266;651;3;20;55;23;-;-;8;-;257;115;501;79;43;-;-;-;2;-;331908;2617;110;-;4451;698307
08/2024;qtd_aprovada;"312780 GRAO MOGOL";209;27;-;6084;-;429;-;-;-;-;-;-;93;-;-;30;5565;-;3;-;-;-;276;-;-;72;-;13;-;-;-;-;-;-;-;-;-;138;-;2;-;-;-;-;-;-;-;-;54;-;-;1920;14915
08/2024;qtd_aprovada;"312790 GRUPIARA";876;-;8;-;-;-;-;-;-;-;-;-;-;-;-;118;634;68;-;-;-;-;36;-;-;10;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;1802
08/2024;qtd_aprovada;"312800 GUANHAES";3007;98;56;2776;-;954;377;195;28;3;73;-;340;-;-;199;23666;12;890;-;-;-;-;-;-;125;-;1;3;-;-;23;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;601;33473
08/2024;qtd_aprovada;"312810 GUAPE";8223;-;24;6717;-;392;-;-;-;-;-;-;2;-;-;335;14863;119;-;-;-;-;258;91;-;27;-;4;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;3871;34971
08/2024;qtd_aprovada;"312820 GUARACIABA";-;58;-;-;-;14;-;-;-;-;-;-;-;-;-;46;1756;918;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2558;5372
08/2024;qtd_aprovada;"312825 GUARACIAMA";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;216;-;-;-;-;-;8;-;-;3;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;24;-;-;852;1109
