periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
09/2024;qtd_aprovada;"270800 SANTANA DO IPANEMA";126;10254;35;27878;-;3340;704;-;-;-;9;-;1037;-;-;250;34707;1224;-;-;-;-;743;-;48;-;400;-;4;106;-;-;-;-;-;-;-;-;171;-;-;-;-;-;-;-;-;-;-;121;-;-;2281;83438
09/2024;qtd_aprovada;"270810 SANTANA DO MUNDAU";1931;176;-;1308;-;35;191;-;-;-;-;-;52;-;-;168;842;689;-;-;-;-;118;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;33;-;-;124;5734
09/2024;qtd_aprovada;"270820 SAO BRAS";2259;20;-;-;-;-;-;-;-;-;-;-;-;-;-;19;1489;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3787
09/2024;qtd_aprovada;"270830 SAO JOSE DA LAJE";-;42;61;7141;-;148;765;-;-;-;73;-;136;-;-;246;12855;632;-;-;-;-;10;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2118;24250
09/2024;qtd_aprovada;"270840 SAO JOSE DA TAPERA";-;31;-;7410;-;-;216;-;-;-;17;-;174;-;-;2104;32151;546;-;-;-;-;76;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;46;-;-;1540;44366
09/2024;qtd_aprovada;"270850 SAO LUIS DO QUITUNDE";-;478;-;3574;-;153;85;-;-;-;-;-;157;-;-;85;7103;356;-;-;-;-;83;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;744;12858
09/2024;qtd_aprovada;"270860 SAO MIGUEL DOS CAMPOS";411;106;33;26894;329;2124;999;154;70;-;61;-;1361;-;-;229;33055;5182;37;-;2414;-;451;-;-;-;142;-;12;15;-;-;-;-;-;-;-;-;248;-;-;48;-;-;-;-;-;-;-;73;55;-;94;74597
09/2024;qtd_aprovada;"270870 SAO MIGUEL DOS MILAGRES";-;226;-;1611;-;-;91;-;-;-;-;-;9;-;-;295;5679;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;310;8270
09/2024;qtd_aprovada;"270880 SAO SEBASTIAO";-;47;-;1128;268;-;-;-;-;-;-;-;-;-;-;-;935;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2378
09/2024;qtd_aprovada;"270890 SATUBA";-;109;-;3257;-;-;-;-;-;-;-;-;-;-;-;-;2941;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6386
09/2024;qtd_aprovada;"270895 SENADOR RUI PALMEIRA";-;266;-;-;-;-;134;-;-;-;-;-;-;-;-;829;7399;188;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1200;10059
09/2024;qtd_aprovada;"270900 TANQUE D'ARCA";-;9;-;-;-;-;79;-;-;-;-;-;-;-;-;-;175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;263
09/2024;qtd_aprovada;"270910 TAQUARANA";4488;21;14;5945;-;-;256;-;-;-;-;-;1;-;-;1302;8869;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20995
09/2024;qtd_aprovada;"270915 TEOTONIO VILELA";-;97;-;18153;706;1286;1427;-;-;-;49;-;1278;-;-;2012;24270;798;-;-;-;-;-;-;30;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;108;50337
09/2024;qtd_aprovada;"270920 TRAIPU";4412;14;-;3673;-;-;104;-;-;-;-;-;-;-;-;1802;10018;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;602;20692
09/2024;qtd_aprovada;"270930 UNIAO DOS PALMARES";140;548;-;41812;702;2552;582;17;-;-;185;-;732;-;-;1417;15937;1154;203;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135;-;-;4756;70945
09/2024;qtd_aprovada;"270940 VICOSA";5108;250;-;3202;-;201;309;-;-;-;40;-;105;-;-;1776;21285;1655;-;-;-;-;27;-;-;-;486;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;674;35138
09/2024;qtd_aprovada;" MUNICIPIO IGNORADO - SE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"280010 AMPARO DE SAO FRANCISCO";256;4;-;475;-;-;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;829
09/2024;qtd_aprovada;"280020 AQUIDABA";-;-;-;1026;-;-;-;-;-;-;-;-;-;-;-;-;2530;900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1407;5863
09/2024;qtd_aprovada;"280030 ARACAJU";4788;3109;1663;514780;5479;14572;11355;3092;660;194;1495;84;24385;14947;8209;4720;392819;14568;1878;3984;9529;7539;795;-;541;-;1099;2;107;1045;144;53;308;46;2;-;-;-;153;25;303;93;435;-;-;7;41;-;562725;648;263;-;7495;1620179
09/2024;qtd_aprovada;"280040 ARAUA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;271;5551;90;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5934
09/2024;qtd_aprovada;"280050 AREIA BRANCA";5;55;195;955;-;-;-;-;-;-;-;-;-;-;-;505;5712;18;-;-;-;-;155;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;7735
09/2024;qtd_aprovada;"280060 BARRA DOS COQUEIROS";-;146;874;16978;-;-;90;-;-;-;-;-;-;-;-;-;12599;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30694
09/2024;qtd_aprovada;"280067 BOQUIM";33;25;-;14919;192;93;231;-;-;-;-;-;104;-;-;729;12528;763;-;-;-;-;261;-;-;-;8;-;3;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;400;30353
09/2024;qtd_aprovada;"280070 BREJO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"280100 CAMPO DO BRITO";231;11;-;3482;-;-;-;-;-;-;-;-;17;-;-;313;1489;454;-;-;-;-;319;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;82;-;-;440;6863
09/2024;qtd_aprovada;"280110 CANHOBA";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
09/2024;qtd_aprovada;"280120 CANINDE DE SAO FRANCISCO";129;52;-;1380;-;116;100;-;-;-;-;-;198;-;-;27;8698;-;-;-;-;-;474;-;-;-;148;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;50;-;-;360;11814
09/2024;qtd_aprovada;"280130 CAPELA";162;51;2;4141;97;274;78;-;-;-;-;-;-;-;-;49;3266;320;-;-;-;-;523;-;287;-;143;-;11;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;20;-;-;-;9503
09/2024;qtd_aprovada;"280140 CARIRA";-;24;-;3112;-;-;-;-;-;-;-;-;46;-;-;258;10129;161;-;-;-;-;-;-;-;-;39;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;13824
09/2024;qtd_aprovada;"280150 CARMOPOLIS";13;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;447;311;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;810
09/2024;qtd_aprovada;"280160 CEDRO DE SAO JOAO";-;-;2;-;-;-;32;-;-;-;-;-;-;-;-;113;464;487;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;1182
09/2024;qtd_aprovada;"280170 CRISTINAPOLIS";-;157;-;1461;-;-;-;-;-;-;-;-;-;-;-;253;2667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;4560
09/2024;qtd_aprovada;"280190 CUMBE";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
09/2024;qtd_aprovada;"280200 DIVINA PASTORA";72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30135;-;-;-;-;-;80;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30289
09/2024;qtd_aprovada;"280210 ESTANCIA";44029;158;330;55951;398;2488;857;343;-;-;81;-;1894;-;-;831;31006;5976;1375;-;1400;-;2342;-;-;-;162;-;-;216;-;-;-;-;-;-;-;-;345;-;-;8;-;-;-;-;-;-;-;12;24;-;3222;153448
09/2024;qtd_aprovada;"280220 FEIRA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
09/2024;qtd_aprovada;"280230 FREI PAULO";1;225;-;4228;-;-;176;-;-;-;24;-;148;-;4;-;568;435;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;177;6041
09/2024;qtd_aprovada;"280240 GARARU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"280250 GENERAL MAYNARD";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"280260 GRACHO CARDOSO";999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;999
09/2024;qtd_aprovada;"280270 ILHA DAS FLORES";-;22;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;522;559
09/2024;qtd_aprovada;"280280 INDIAROBA";1351;-;16;3813;-;-;-;-;-;-;-;-;15;-;-;222;3555;190;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;19;-;-;-;9289
09/2024;qtd_aprovada;"280290 ITABAIANA";635;97;39;147730;618;3286;1888;445;-;-;9;-;1178;-;-;254;46784;2200;1219;-;2239;27;-;-;88;-;293;-;-;691;4;-;16;-;-;-;-;-;-;10;-;24;-;-;-;-;-;-;-;-;33;-;397;210204
09/2024;qtd_aprovada;"280300 ITABAIANINHA";-;33;118;10816;-;312;436;-;-;-;-;-;188;-;-;678;22704;1340;-;-;-;-;-;-;-;-;40;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;36712
09/2024;qtd_aprovada;"280310 ITABI";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;158;223
09/2024;qtd_aprovada;"280320 ITAPORANGA D'AJUDA";-;5;-;2551;-;-;-;-;-;-;-;-;-;-;-;391;3375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6322
09/2024;qtd_aprovada;"280330 JAPARATUBA";130;-;-;2549;47;116;111;-;-;-;-;-;39;-;-;279;5176;347;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;8833
09/2024;qtd_aprovada;"280340 JAPOATA";-;49;-;-;-;-;-;-;-;-;-;-;80;-;-;-;1456;-;-;-;-;-;-;-;-;-;20;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;648;2323
09/2024;qtd_aprovada;"280350 LAGARTO";15531;233;110;67900;1869;3714;1716;362;44;-;170;-;1491;1;-;879;19346;1274;1011;-;1520;8;216;-;211;-;254;-;1;29;-;12;22;6;-;-;-;-;47;-;10;34;-;-;-;-;-;-;-;-;28;-;1958;120007
09/2024;qtd_aprovada;"280360 LARANJEIRAS";11;-;1;-;-;65;34;-;-;-;-;-;48;-;-;451;5508;676;24;-;-;-;103;-;-;-;36;-;2;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7033
09/2024;qtd_aprovada;"280370 MACAMBIRA";270;42;22;-;-;-;35;-;-;-;-;-;130;-;-;516;2749;-;-;-;-;-;238;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;28;-;-;328;4441
09/2024;qtd_aprovada;"280380 MALHADA DOS BOIS";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
09/2024;qtd_aprovada;"280390 MALHADOR";-;45;-;-;-;-;84;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;212
09/2024;qtd_aprovada;"280400 MARUIM";-;-;-;3438;474;-;186;-;-;-;-;-;-;-;-;490;5505;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;10212
09/2024;qtd_aprovada;"280410 MOITA BONITA";-;17;252;391;-;-;-;-;-;-;-;-;-;-;-;-;2208;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;2928
09/2024;qtd_aprovada;"280420 MONTE ALEGRE DE SERGIPE";6845;165;262;-;-;-;-;-;-;-;-;-;-;-;-;328;1533;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9133
09/2024;qtd_aprovada;"280430 MURIBECA";-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;111
09/2024;qtd_aprovada;"280440 NEOPOLIS";59;-;-;-;42;-;170;-;-;-;-;-;-;-;-;50;399;303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1023
09/2024;qtd_aprovada;"280445 NOSSA SENHORA APARECIDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;734;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;814
09/2024;qtd_aprovada;"280450 NOSSA SENHORA DA GLORIA";15;52;-;28140;4;2438;186;-;-;-;-;-;372;-;-;773;35577;-;256;-;-;-;269;-;-;-;448;-;6;-;-;-;40;-;-;-;-;-;456;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69032
09/2024;qtd_aprovada;"280460 NOSSA SENHORA DAS DORES";-;90;-;-;-;288;-;-;-;-;-;-;113;-;-;451;9589;418;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10998
09/2024;qtd_aprovada;"280470 NOSSA SENHORA DE LOURDES";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;180;369
09/2024;qtd_aprovada;"280480 NOSSA SENHORA DO SOCORRO";74;215;21;60653;610;2419;1157;-;-;-;-;-;2262;-;53;1378;54591;3175;1582;-;-;-;497;-;-;-;81;-;1;117;-;-;-;36;-;-;-;-;212;-;-;-;-;-;-;-;-;-;-;123;-;-;-;129257
09/2024;qtd_aprovada;"280490 PACATUBA";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;446;610
09/2024;qtd_aprovada;"280500 PEDRA MOLE";-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;14;77;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;235
09/2024;qtd_aprovada;"280510 PEDRINHAS";-;59;-;-;-;-;42;-;-;-;-;-;-;-;-;-;500;261;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;862
09/2024;qtd_aprovada;"280520 PINHAO";200;-;-;-;-;-;119;-;-;-;-;-;75;-;-;56;343;163;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;980
09/2024;qtd_aprovada;"280530 PIRAMBU";373;28;-;-;-;-;-;-;-;-;-;-;-;-;-;234;635;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1406
09/2024;qtd_aprovada;"280540 POCO REDONDO";-;212;-;-;-;-;-;-;-;-;-;-;-;-;-;73;7021;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;187;7498
09/2024;qtd_aprovada;"280550 POCO VERDE";13;34;-;6661;-;307;-;-;-;-;-;-;123;-;-;61;2053;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;220;9513
09/2024;qtd_aprovada;"280560 PORTO DA FOLHA";6;-;-;3403;-;-;-;-;-;-;-;-;-;-;-;-;686;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4097
09/2024;qtd_aprovada;"280570 PROPRIA";22;-;1;31300;558;4435;96;-;-;-;-;-;358;-;-;-;28737;4264;1062;-;-;-;198;-;-;-;4;-;3;76;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;13;-;-;-;71209
09/2024;qtd_aprovada;"280580 RIACHAO DO DANTAS";139;19;90;433;-;-;-;-;-;-;-;-;-;-;-;326;7768;115;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8908
09/2024;qtd_aprovada;"280590 RIACHUELO";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;171;1420;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;1650
09/2024;qtd_aprovada;"280600 RIBEIROPOLIS";-;26;-;1560;-;480;-;-;-;-;-;-;820;-;-;-;10784;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;13872
09/2024;qtd_aprovada;"280610 ROSARIO DO CATETE";-;26;-;1441;-;-;-;-;-;-;-;-;18;-;-;-;2079;332;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3912
09/2024;qtd_aprovada;"280620 SALGADO";-;42;-;4206;-;-;-;-;-;-;-;-;-;-;-;-;242;42;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;31;-;-;351;4954
09/2024;qtd_aprovada;"280630 SANTA LUZIA DO ITANHY";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;278;503
09/2024;qtd_aprovada;"280640 SANTANA DO SAO FRANCISCO";2187;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2371
09/2024;qtd_aprovada;"280650 SANTA ROSA DE LIMA";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
09/2024;qtd_aprovada;"280660 SANTO AMARO DAS BROTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;761;388;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1149
09/2024;qtd_aprovada;"280670 SAO CRISTOVAO";88;235;-;20267;340;744;248;-;-;-;-;-;389;-;-;-;18212;459;-;-;-;-;225;-;106;-;10;-;1;-;-;-;-;-;-;-;-;-;263;-;-;-;-;-;-;-;-;-;-;18;-;-;-;41605
09/2024;qtd_aprovada;"280680 SAO DOMINGOS";154;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;380;154;-;-;-;-;74;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;884
09/2024;qtd_aprovada;"280690 SAO FRANCISCO";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
09/2024;qtd_aprovada;"280700 SAO MIGUEL DO ALEIXO";-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
09/2024;qtd_aprovada;"280710 SIMAO DIAS";154;72;1;16041;-;898;266;-;-;-;36;-;567;-;-;-;12741;1315;-;-;-;-;272;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;62;-;-;-;32496
09/2024;qtd_aprovada;"280720 SIRIRI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;396;393;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;789
09/2024;qtd_aprovada;"280730 TELHA";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
09/2024;qtd_aprovada;"280740 TOBIAS BARRETO";618;937;1153;17533;-;962;252;-;-;-;-;-;387;-;-;754;16943;696;-;-;-;-;312;-;1464;-;729;-;4;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;9230;51991
